yyyymm,mahalanobis,mahalanobis_sq,gaussian_logpdf
201410,1.7638626632623808,3.111211494851059,35.66941430803824
201411,2.0978884047697126,4.40113575886721,35.02445217603017
201412,1.915453438726659,3.6689618759297833,35.39053911749888
201501,2.784570008759746,7.753830133684252,33.34810498862165
201502,2.8926751376334283,8.367569451882574,33.041235329522486
201503,2.28307876747744,5.2124486585063075,34.61879572621062
201504,1.434138273765578,2.0567525882793114,36.19664376132412
201505,1.46151033838302,2.136012469200449,36.15701382086355
201506,1.4702789510584036,2.161720193925399,36.14415995850107
201507,1.71268864471823,2.9333023937467675,35.75836885859039
201508,2.2782477930816287,5.190413006681312,34.62981355212312
201509,1.7813335069695841,3.1731490630525574,35.63844552393749
201510,2.360443902156179,5.571695415226291,34.43917234785063
201511,1.7024836857896495,2.89845070037991,35.77579470527382
201512,2.503499554833723,6.26751002105265,34.09126504493745
201601,2.4856928287160245,6.178668838730272,34.135685636098636
201602,1.7227207068319714,2.9677666337476474,35.74113673858995
201603,2.0083284950079783,4.0333833438610105,35.20832838353327
201604,1.1893101757926792,1.4144586942440134,36.517790708341764
201605,1.6335993914805085,2.6686469718454875,35.89069656954103
201606,1.685018503527732,2.8392873572308375,35.80537637684836
201607,2.3346231415845167,5.450465213221958,34.49978744885279
201608,0.9378174231638432,0.8795015191896709,36.785269295868936
201609,1.2529269716756053,1.5698259963522032,36.44010705728767
201610,1.5181470571675009,2.3047704871863433,36.0726348118706
201611,2.3859748982079387,5.6928762148783845,34.37858194802458
201612,1.0911378384828232,1.1905817825689675,36.62972916417929
